DATE,STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,TMAX,TMIN
1942-08-19,USC00305291,"MIDDLEBURG, NY US",42.6,-74.31667,220.1,23.9,11.7
1942-08-20,USC00305291,"MIDDLEBURG, NY US",42.6,-74.31667,220.1,29.4,13.9
1942-08-21,USC00305291,"MIDDLEBURG, NY US",42.6,-74.31667,220.1,34.4,18.9
1942-08-22,USC00305291,"MIDDLEBURG, NY US",42.6,-74.31667,220.1,34.4,19.4
1942-08-23,USC00305291,"MIDDLEBURG, NY US",42.6,-74.31667,220.1,33.9,20.0
1942-08-24,USC00305291,"MIDDLEBURG, NY US",42.6,-74.31667,220.1,25.6,11.7
1942-08-25,USC00305291,"MIDDLEBURG, NY US",42.6,-74.31667,220.1,18.3,1.7
1942-08-26,USC00305291,"MIDDLEBURG, NY US",42.6,-74.31667,220.1,21.1,1.7
1942-08-27,USC00305291,"MIDDLEBURG, NY US",42.6,-74.31667,220.1,23.9,5.6
1942-08-28,USC00305291,"MIDDLEBURG, NY US",42.6,-74.31667,220.1,26.7,12.2
1942-08-29,USC00305291,"MIDDLEBURG, NY US",42.6,-74.31667,220.1,25.6,16.7
1942-08-30,USC00305291,"MIDDLEBURG, NY US",42.6,-74.31667,220.1,25.0,12.2
1942-08-31,USC00305291,"MIDDLEBURG, NY US",42.6,-74.31667,220.1,25.6,12.2
1942-09-01,USC00305291,"MIDDLEBURG, NY US",42.6,-74.31667,220.1,19.4,12.8
1942-09-02,USC00305291,"MIDDLEBURG, NY US",42.6,-74.31667,220.1,28.9,13.3
1942-09-03,USC00305291,"MIDDLEBURG, NY US",42.6,-74.31667,220.1,33.3,14.4
1942-09-04,USC00305291,"MIDDLEBURG, NY US",42.6,-74.31667,220.1,25.6,14.4
1942-09-05,USC00305291,"MIDDLEBURG, NY US",42.6,-74.31667,220.1,25.6,8.3
1942-09-06,USC00305291,"MIDDLEBURG, NY US",42.6,-74.31667,220.1,24.4,4.4
1942-09-07,USC00305291,"MIDDLEBURG, NY US",42.6,-74.31667,220.1,20.0,6.7
1942-09-08,USC00305291,"MIDDLEBURG, NY US",42.6,-74.31667,220.1,23.3,10.0
1942-09-09,USC00305291,"MIDDLEBURG, NY US",42.6,-74.31667,220.1,20.0,14.4
1942-09-10,USC00305291,"MIDDLEBURG, NY US",42.6,-74.31667,220.1,17.2,14.4
1942-09-11,USC00305291,"MIDDLEBURG, NY US",42.6,-74.31667,220.1,28.9,15.6
1942-09-12,USC00305291,"MIDDLEBURG, NY US",42.6,-74.31667,220.1,17.2,15.0
1942-09-13,USC00305291,"MIDDLEBURG, NY US",42.6,-74.31667,220.1,25.0,13.9
1942-09-14,USC00305291,"MIDDLEBURG, NY US",42.6,-74.31667,220.1,23.9,8.9
1942-09-15,USC00305291,"MIDDLEBURG, NY US",42.6,-74.31667,220.1,25.6,10.0
1942-09-16,USC00305291,"MIDDLEBURG, NY US",42.6,-74.31667,220.1,31.7,19.4
1942-09-17,USC00305291,"MIDDLEBURG, NY US",42.6,-74.31667,220.1,32.2,16.7
1942-09-18,USC00305291,"MIDDLEBURG, NY US",42.6,-74.31667,220.1,31.1,17.8
1942-09-19,USC00305291,"MIDDLEBURG, NY US",42.6,-74.31667,220.1,30.0,18.9
1942-09-20,USC00305291,"MIDDLEBURG, NY US",42.6,-74.31667,220.1,29.4,18.9
