DATE,STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,TMAX,TMIN
1932-09-01,USC00309494,"WILLSBORO, NY US",44.333333,-73.35,61.0,,
1932-09-02,USC00309494,"WILLSBORO, NY US",44.333333,-73.35,61.0,28.3,19.4
1932-09-03,USC00309494,"WILLSBORO, NY US",44.333333,-73.35,61.0,27.2,11.1
1932-09-04,USC00309494,"WILLSBORO, NY US",44.333333,-73.35,61.0,25.0,17.8
1932-09-05,USC00309494,"WILLSBORO, NY US",44.333333,-73.35,61.0,25.0,16.1
1932-09-06,USC00309494,"WILLSBORO, NY US",44.333333,-73.35,61.0,23.9,12.2
1932-09-07,USC00309494,"WILLSBORO, NY US",44.333333,-73.35,61.0,19.4,8.3
1932-09-08,USC00309494,"WILLSBORO, NY US",44.333333,-73.35,61.0,19.4,6.1
1932-09-09,USC00309494,"WILLSBORO, NY US",44.333333,-73.35,61.0,19.4,11.1
1932-09-10,USC00309494,"WILLSBORO, NY US",44.333333,-73.35,61.0,18.3,7.8
1932-09-11,USC00309494,"WILLSBORO, NY US",44.333333,-73.35,61.0,21.1,13.9
1932-09-12,USC00309494,"WILLSBORO, NY US",44.333333,-73.35,61.0,25.6,16.7
1932-09-13,USC00309494,"WILLSBORO, NY US",44.333333,-73.35,61.0,27.8,17.8
1932-09-14,USC00309494,"WILLSBORO, NY US",44.333333,-73.35,61.0,21.1,18.3
1932-09-15,USC00309494,"WILLSBORO, NY US",44.333333,-73.35,61.0,26.1,19.4
1932-09-16,USC00309494,"WILLSBORO, NY US",44.333333,-73.35,61.0,22.2,16.7
1932-09-17,USC00309494,"WILLSBORO, NY US",44.333333,-73.35,61.0,17.8,11.7
1932-09-18,USC00309494,"WILLSBORO, NY US",44.333333,-73.35,61.0,17.8,12.2
1932-09-19,USC00309494,"WILLSBORO, NY US",44.333333,-73.35,61.0,20.0,12.2
1932-09-20,USC00309494,"WILLSBORO, NY US",44.333333,-73.35,61.0,25.0,
1932-09-21,USC00309494,"WILLSBORO, NY US",44.333333,-73.35,61.0,26.1,20.6
1932-09-22,USC00309494,"WILLSBORO, NY US",44.333333,-73.35,61.0,23.3,20.0
1932-09-23,USC00309494,"WILLSBORO, NY US",44.333333,-73.35,61.0,21.7,9.4
1932-09-24,USC00309494,"WILLSBORO, NY US",44.333333,-73.35,61.0,18.3,8.3
1932-09-25,USC00309494,"WILLSBORO, NY US",44.333333,-73.35,61.0,20.6,2.8
1932-09-26,USC00309494,"WILLSBORO, NY US",44.333333,-73.35,61.0,23.3,5.0
1932-09-27,USC00309494,"WILLSBORO, NY US",44.333333,-73.35,61.0,25.0,6.7
1932-09-28,USC00309494,"WILLSBORO, NY US",44.333333,-73.35,61.0,17.8,13.3
1932-09-29,USC00309494,"WILLSBORO, NY US",44.333333,-73.35,61.0,16.1,4.4
1932-09-30,USC00309494,"WILLSBORO, NY US",44.333333,-73.35,61.0,15.6,1.1
1932-10-01,USC00309494,"WILLSBORO, NY US",44.333333,-73.35,61.0,15.6,-0.6
1932-10-02,USC00309494,"WILLSBORO, NY US",44.333333,-73.35,61.0,21.1,6.7
1932-10-03,USC00309494,"WILLSBORO, NY US",44.333333,-73.35,61.0,23.3,10.0
1932-10-04,USC00309494,"WILLSBORO, NY US",44.333333,-73.35,61.0,25.0,15.0
1932-10-05,USC00309494,"WILLSBORO, NY US",44.333333,-73.35,61.0,22.2,15.6
1932-10-06,USC00309494,"WILLSBORO, NY US",44.333333,-73.35,61.0,21.1,11.1
1932-10-07,USC00309494,"WILLSBORO, NY US",44.333333,-73.35,61.0,12.2,5.6
1932-10-08,USC00309494,"WILLSBORO, NY US",44.333333,-73.35,61.0,20.6,4.4
