DATE,STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,TMAX,TMIN
1949-01-01,USW00014776,"LEBANON REGIONAL AIRPORT, NH US",43.63333,-72.31667,173.1,5.0,-1.7
1949-01-02,USW00014776,"LEBANON REGIONAL AIRPORT, NH US",43.63333,-72.31667,173.1,-0.6,-3.9
1949-01-03,USW00014776,"LEBANON REGIONAL AIRPORT, NH US",43.63333,-72.31667,173.1,-0.6,-3.3
1949-01-04,USW00014776,"LEBANON REGIONAL AIRPORT, NH US",43.63333,-72.31667,173.1,3.3,-7.8
1949-01-05,USW00014776,"LEBANON REGIONAL AIRPORT, NH US",43.63333,-72.31667,173.1,2.2,-5.6
1949-01-06,USW00014776,"LEBANON REGIONAL AIRPORT, NH US",43.63333,-72.31667,173.1,9.4,0.0
1949-01-07,USW00014776,"LEBANON REGIONAL AIRPORT, NH US",43.63333,-72.31667,173.1,3.9,-1.1
1949-01-08,USW00014776,"LEBANON REGIONAL AIRPORT, NH US",43.63333,-72.31667,173.1,8.3,-4.4
1949-01-09,USW00014776,"LEBANON REGIONAL AIRPORT, NH US",43.63333,-72.31667,173.1,4.4,-3.3
1949-01-10,USW00014776,"LEBANON REGIONAL AIRPORT, NH US",43.63333,-72.31667,173.1,6.1,0.6
1949-01-11,USW00014776,"LEBANON REGIONAL AIRPORT, NH US",43.63333,-72.31667,173.1,1.1,-15.0
1949-01-12,USW00014776,"LEBANON REGIONAL AIRPORT, NH US",43.63333,-72.31667,173.1,-4.4,-17.2
1949-01-13,USW00014776,"LEBANON REGIONAL AIRPORT, NH US",43.63333,-72.31667,173.1,0.0,-7.2
1949-01-14,USW00014776,"LEBANON REGIONAL AIRPORT, NH US",43.63333,-72.31667,173.1,-1.1,-13.3
1949-01-15,USW00014776,"LEBANON REGIONAL AIRPORT, NH US",43.63333,-72.31667,173.1,-3.3,-17.8
1949-01-16,USW00014776,"LEBANON REGIONAL AIRPORT, NH US",43.63333,-72.31667,173.1,5.0,-7.2
1949-01-17,USW00014776,"LEBANON REGIONAL AIRPORT, NH US",43.63333,-72.31667,173.1,7.8,-1.1
1949-01-18,USW00014776,"LEBANON REGIONAL AIRPORT, NH US",43.63333,-72.31667,173.1,1.7,-3.9
1949-01-19,USW00014776,"LEBANON REGIONAL AIRPORT, NH US",43.63333,-72.31667,173.1,10.0,-1.1
1949-01-20,USW00014776,"LEBANON REGIONAL AIRPORT, NH US",43.63333,-72.31667,173.1,2.8,-11.7
