DATE,STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,TMAX,TMIN
1941-01-01,USW00014772,"TICONDEROGA 3 NE, NY US",43.88333,-73.4,64.0,1.1,-7.2
1941-01-02,USW00014772,"TICONDEROGA 3 NE, NY US",43.88333,-73.4,64.0,-1.1,-7.2
1941-01-03,USW00014772,"TICONDEROGA 3 NE, NY US",43.88333,-73.4,64.0,1.7,-3.3
1941-01-04,USW00014772,"TICONDEROGA 3 NE, NY US",43.88333,-73.4,64.0,1.7,-6.1
1941-01-05,USW00014772,"TICONDEROGA 3 NE, NY US",43.88333,-73.4,64.0,-0.6,-5.6
1941-01-06,USW00014772,"TICONDEROGA 3 NE, NY US",43.88333,-73.4,64.0,-2.2,-18.3
1941-01-07,USW00014772,"TICONDEROGA 3 NE, NY US",43.88333,-73.4,64.0,-6.7,-22.8
1941-01-08,USW00014772,"TICONDEROGA 3 NE, NY US",43.88333,-73.4,64.0,-6.7,-24.4
1941-01-09,USW00014772,"TICONDEROGA 3 NE, NY US",43.88333,-73.4,64.0,-5.6,-18.3
1941-01-10,USW00014772,"TICONDEROGA 3 NE, NY US",43.88333,-73.4,64.0,-4.4,-13.9
1941-01-11,USW00014772,"TICONDEROGA 3 NE, NY US",43.88333,-73.4,64.0,-4.4,-18.3
1941-01-12,USW00014772,"TICONDEROGA 3 NE, NY US",43.88333,-73.4,64.0,-7.8,-18.9
1941-01-13,USW00014772,"TICONDEROGA 3 NE, NY US",43.88333,-73.4,64.0,-7.2,-26.7
1941-01-14,USW00014772,"TICONDEROGA 3 NE, NY US",43.88333,-73.4,64.0,-15.6,-30.0
1941-01-15,USW00014772,"TICONDEROGA 3 NE, NY US",43.88333,-73.4,64.0,-14.4,-26.7
1941-01-16,USW00014772,"TICONDEROGA 3 NE, NY US",43.88333,-73.4,64.0,-3.3,-17.2
1941-01-17,USW00014772,"TICONDEROGA 3 NE, NY US",43.88333,-73.4,64.0,1.1,-5.0
1941-01-18,USW00014772,"TICONDEROGA 3 NE, NY US",43.88333,-73.4,64.0,2.2,0.0
1941-01-19,USW00014772,"TICONDEROGA 3 NE, NY US",43.88333,-73.4,64.0,1.7,-12.8
1941-01-20,USW00014772,"TICONDEROGA 3 NE, NY US",43.88333,-73.4,64.0,-7.8,-18.9
1941-01-21,USW00014772,"TICONDEROGA 3 NE, NY US",43.88333,-73.4,64.0,-6.1,-20.6
1941-01-22,USW00014772,"TICONDEROGA 3 NE, NY US",43.88333,-73.4,64.0,2.2,
1941-01-23,USW00014772,"TICONDEROGA 3 NE, NY US",43.88333,-73.4,64.0,2.8,-12.2
1941-01-24,USW00014772,"TICONDEROGA 3 NE, NY US",43.88333,-73.4,64.0,-10.6,-15.6
1941-01-25,USW00014772,"TICONDEROGA 3 NE, NY US",43.88333,-73.4,64.0,-5.6,-15.6
1941-01-26,USW00014772,"TICONDEROGA 3 NE, NY US",43.88333,-73.4,64.0,-10.6,-19.4
