DATE,STATION,LATITUDE,LONGITUDE,PRCP
2007-09-16,US1NYSC0001,42.781735,-74.170769,0.0
2007-09-17,US1NYSC0001,42.781735,-74.170769,0.0
2007-09-19,US1NYSC0001,42.781735,-74.170769,0.0
2007-09-24,US1NYSC0001,42.781735,-74.170769,0.0
2007-09-25,US1NYSC0001,42.781735,-74.170769,0.0
2007-09-26,US1NYSC0001,42.781735,-74.170769,0.0
2007-09-27,US1NYSC0001,42.781735,-74.170769,3.8
2007-09-28,US1NYSC0001,42.781735,-74.170769,9.9
2007-09-29,US1NYSC0001,42.781735,-74.170769,2.0
2007-09-30,US1NYSC0001,42.781735,-74.170769,0.0
2007-10-01,US1NYSC0001,42.781735,-74.170769,0.0
2007-10-02,US1NYSC0001,42.781735,-74.170769,0.0
2007-10-03,US1NYSC0001,42.781735,-74.170769,0.0
2007-10-04,US1NYSC0001,42.781735,-74.170769,0.0
2007-10-05,US1NYSC0001,42.781735,-74.170769,0.0
2007-10-06,US1NYSC0001,42.781735,-74.170769,0.0
2007-10-07,US1NYSC0001,42.781735,-74.170769,15.0
2007-10-08,US1NYSC0001,42.781735,-74.170769,0.3
2007-10-09,US1NYSC0001,42.781735,-74.170769,4.3
2007-10-10,US1NYSC0001,42.781735,-74.170769,8.4
2007-10-11,US1NYSC0001,42.781735,-74.170769,2.0
2007-10-12,US1NYSC0001,42.781735,-74.170769,7.4
2007-10-13,US1NYSC0001,42.781735,-74.170769,2.0
2007-10-14,US1NYSC0001,42.781735,-74.170769,0.0
2007-10-15,US1NYSC0001,42.781735,-74.170769,0.0
2007-10-16,US1NYSC0001,42.781735,-74.170769,0.0
2007-10-17,US1NYSC0001,42.781735,-74.170769,0.0
2007-10-18,US1NYSC0001,42.781735,-74.170769,0.0
2007-10-19,US1NYSC0001,42.781735,-74.170769,0.0
2007-10-20,US1NYSC0001,42.781735,-74.170769,17.0
2007-10-21,US1NYSC0001,42.781735,-74.170769,2.0
2007-10-22,US1NYSC0001,42.781735,-74.170769,0.0
2007-10-23,US1NYSC0001,42.781735,-74.170769,0.0
2007-10-24,US1NYSC0001,42.781735,-74.170769,16.5
2007-10-25,US1NYSC0001,42.781735,-74.170769,1.0
2007-10-26,US1NYSC0001,42.781735,-74.170769,0.0
2007-10-27,US1NYSC0001,42.781735,-74.170769,14.0
2007-10-28,US1NYSC0001,42.781735,-74.170769,16.5
2007-10-29,US1NYSC0001,42.781735,-74.170769,0.0
2007-10-30,US1NYSC0001,42.781735,-74.170769,0.0
2007-10-31,US1NYSC0001,42.781735,-74.170769,0.0
2007-11-01,US1NYSC0001,42.781735,-74.170769,0.0
2007-11-02,US1NYSC0001,42.781735,-74.170769,0.0
2007-11-03,US1NYSC0001,42.781735,-74.170769,0.0
2007-11-04,US1NYSC0001,42.781735,-74.170769,0.0
2007-11-05,US1NYSC0001,42.781735,-74.170769,0.0
2007-11-06,US1NYSC0001,42.781735,-74.170769,6.6
2007-11-07,US1NYSC0001,42.781735,-74.170769,0.0
2007-11-08,US1NYSC0001,42.781735,-74.170769,0.0
2007-11-12,US1NYSC0001,42.781735,-74.170769,
2007-11-13,US1NYSC0001,42.781735,-74.170769,4.3
2007-11-14,US1NYSC0001,42.781735,-74.170769,0.0
2007-11-15,US1NYSC0001,42.781735,-74.170769,10.4
2007-11-16,US1NYSC0001,42.781735,-74.170769,21.3
2007-11-17,US1NYSC0001,42.781735,-74.170769,0.0
2007-11-18,US1NYSC0001,42.781735,-74.170769,0.0
2007-11-19,US1NYSC0001,42.781735,-74.170769,0.0
2007-11-20,US1NYSC0001,42.781735,-74.170769,1.8
2007-11-21,US1NYSC0001,42.781735,-74.170769,8.4
2007-11-22,US1NYSC0001,42.781735,-74.170769,3.0
2007-11-23,US1NYSC0001,42.781735,-74.170769,1.0
2007-11-24,US1NYSC0001,42.781735,-74.170769,0.0
2007-11-25,US1NYSC0001,42.781735,-74.170769,0.0
2007-11-26,US1NYSC0001,42.781735,-74.170769,1.8
2007-11-27,US1NYSC0001,42.781735,-74.170769,21.3
2007-11-28,US1NYSC0001,42.781735,-74.170769,0.0
2007-11-29,US1NYSC0001,42.781735,-74.170769,0.0
2007-11-30,US1NYSC0001,42.781735,-74.170769,0.0
2007-12-01,US1NYSC0001,42.781735,-74.170769,3.0
2007-12-02,US1NYSC0001,42.781735,-74.170769,0.0
2007-12-03,US1NYSC0001,42.781735,-74.170769,14.0
2007-12-04,US1NYSC0001,42.781735,-74.170769,0.8
2007-12-05,US1NYSC0001,42.781735,-74.170769,3.8
2007-12-06,US1NYSC0001,42.781735,-74.170769,0.0
2007-12-07,US1NYSC0001,42.781735,-74.170769,0.0
2007-12-08,US1NYSC0001,42.781735,-74.170769,0.0
2007-12-09,US1NYSC0001,42.781735,-74.170769,0.0
2007-12-10,US1NYSC0001,42.781735,-74.170769,4.3
2007-12-11,US1NYSC0001,42.781735,-74.170769,0.0
2007-12-12,US1NYSC0001,42.781735,-74.170769,10.4
2007-12-13,US1NYSC0001,42.781735,-74.170769,0.5
2007-12-14,US1NYSC0001,42.781735,-74.170769,15.5
2007-12-15,US1NYSC0001,42.781735,-74.170769,0.0
2007-12-16,US1NYSC0001,42.781735,-74.170769,17.8
2007-12-17,US1NYSC0001,42.781735,-74.170769,11.2
2007-12-18,US1NYSC0001,42.781735,-74.170769,0.0
2007-12-19,US1NYSC0001,42.781735,-74.170769,0.0
2007-12-20,US1NYSC0001,42.781735,-74.170769,2.0
2007-12-22,US1NYSC0001,42.781735,-74.170769,
2007-12-23,US1NYSC0001,42.781735,-74.170769,0.0
2007-12-24,US1NYSC0001,42.781735,-74.170769,11.2
2007-12-27,US1NYSC0001,42.781735,-74.170769,
2007-12-28,US1NYSC0001,42.781735,-74.170769,5.3
2007-12-29,US1NYSC0001,42.781735,-74.170769,3.0
2007-12-30,US1NYSC0001,42.781735,-74.170769,0.0
2007-12-31,US1NYSC0001,42.781735,-74.170769,21.6
2008-01-01,US1NYSC0001,42.781735,-74.170769,2.5
2008-01-02,US1NYSC0001,42.781735,-74.170769,6.9
2008-01-03,US1NYSC0001,42.781735,-74.170769,0.0
2008-01-04,US1NYSC0001,42.781735,-74.170769,0.0
2008-01-05,US1NYSC0001,42.781735,-74.170769,0.0
2008-01-06,US1NYSC0001,42.781735,-74.170769,0.8
2008-01-07,US1NYSC0001,42.781735,-74.170769,0.0
2008-01-08,US1NYSC0001,42.781735,-74.170769,0.5
2008-01-09,US1NYSC0001,42.781735,-74.170769,0.0
2008-01-10,US1NYSC0001,42.781735,-74.170769,2.5
2008-01-11,US1NYSC0001,42.781735,-74.170769,10.7
2008-01-12,US1NYSC0001,42.781735,-74.170769,9.1
2008-01-13,US1NYSC0001,42.781735,-74.170769,0.0
2008-01-14,US1NYSC0001,42.781735,-74.170769,2.5
2008-01-15,US1NYSC0001,42.781735,-74.170769,3.3
2008-01-16,US1NYSC0001,42.781735,-74.170769,2.8
2008-01-17,US1NYSC0001,42.781735,-74.170769,0.0
2008-01-18,US1NYSC0001,42.781735,-74.170769,1.8
2008-01-22,US1NYSC0001,42.781735,-74.170769,
2008-01-23,US1NYSC0001,42.781735,-74.170769,0.5
2008-01-24,US1NYSC0001,42.781735,-74.170769,0.0
2008-01-25,US1NYSC0001,42.781735,-74.170769,0.3
2008-01-26,US1NYSC0001,42.781735,-74.170769,0.3
2008-01-27,US1NYSC0001,42.781735,-74.170769,0.8
2008-01-28,US1NYSC0001,42.781735,-74.170769,0.0
2008-01-29,US1NYSC0001,42.781735,-74.170769,0.0
2008-01-30,US1NYSC0001,42.781735,-74.170769,1.5
