DATE,STATION,LATITUDE,LONGITUDE,PRCP
2020-06-17,US1VTBN0013,42.93714,-73.24389,0.0
2020-06-18,US1VTBN0013,42.93714,-73.24389,0.0
2020-06-19,US1VTBN0013,42.93714,-73.24389,0.0
2020-06-20,US1VTBN0013,42.93714,-73.24389,0.0
2020-06-21,US1VTBN0013,42.93714,-73.24389,0.0
2020-06-22,US1VTBN0013,42.93714,-73.24389,0.0
2020-06-23,US1VTBN0013,42.93714,-73.24389,0.0
2020-06-25,US1VTBN0013,42.93714,-73.24389,0.0
2020-06-26,US1VTBN0013,42.93714,-73.24389,0.0
2020-06-27,US1VTBN0013,42.93714,-73.24389,0.0
2020-08-17,US1VTBN0013,42.93714,-73.24389,0.0
2020-08-18,US1VTBN0013,42.93714,-73.24389,0.0
2020-08-19,US1VTBN0013,42.93714,-73.24389,0.0
2020-08-20,US1VTBN0013,42.93714,-73.24389,5.3
2020-08-21,US1VTBN0013,42.93714,-73.24389,0.0
2020-08-22,US1VTBN0013,42.93714,-73.24389,1.0
2020-08-23,US1VTBN0013,42.93714,-73.24389,2.5
2020-08-24,US1VTBN0013,42.93714,-73.24389,0.0
2020-08-25,US1VTBN0013,42.93714,-73.24389,0.0
2020-08-26,US1VTBN0013,42.93714,-73.24389,4.8
2020-08-27,US1VTBN0013,42.93714,-73.24389,0.0
2020-08-28,US1VTBN0013,42.93714,-73.24389,11.4
2020-08-29,US1VTBN0013,42.93714,-73.24389,5.6
2020-08-30,US1VTBN0013,42.93714,-73.24389,26.2
2020-08-31,US1VTBN0013,42.93714,-73.24389,0.0
2020-09-01,US1VTBN0013,42.93714,-73.24389,0.0
2020-09-02,US1VTBN0013,42.93714,-73.24389,5.6
2020-09-03,US1VTBN0013,42.93714,-73.24389,9.9
2020-09-04,US1VTBN0013,42.93714,-73.24389,0.0
2020-09-05,US1VTBN0013,42.93714,-73.24389,0.0
2020-09-06,US1VTBN0013,42.93714,-73.24389,0.0
2020-09-07,US1VTBN0013,42.93714,-73.24389,0.0
2020-09-08,US1VTBN0013,42.93714,-73.24389,0.0
2020-09-09,US1VTBN0013,42.93714,-73.24389,0.0
2020-09-10,US1VTBN0013,42.93714,-73.24389,0.0
2020-09-11,US1VTBN0013,42.93714,-73.24389,25.7
2020-09-12,US1VTBN0013,42.93714,-73.24389,0.0
2020-09-13,US1VTBN0013,42.93714,-73.24389,0.0
2020-09-14,US1VTBN0013,42.93714,-73.24389,0.0
2020-09-15,US1VTBN0013,42.93714,-73.24389,0.0
2020-09-16,US1VTBN0013,42.93714,-73.24389,0.0
2020-09-17,US1VTBN0013,42.93714,-73.24389,0.0
2020-09-18,US1VTBN0013,42.93714,-73.24389,1.5
2020-09-19,US1VTBN0013,42.93714,-73.24389,0.0
2020-09-20,US1VTBN0013,42.93714,-73.24389,0.0
2020-09-21,US1VTBN0013,42.93714,-73.24389,0.0
2020-09-22,US1VTBN0013,42.93714,-73.24389,0.0
2020-09-23,US1VTBN0013,42.93714,-73.24389,0.0
