DATE,STATION,LATITUDE,LONGITUDE,PRCP
2022-05-08,US1NYOD0067,43.23294,-75.25369,0.0
2022-05-09,US1NYOD0067,43.23294,-75.25369,0.0
2022-05-10,US1NYOD0067,43.23294,-75.25369,0.0
2022-05-11,US1NYOD0067,43.23294,-75.25369,0.0
2022-05-12,US1NYOD0067,43.23294,-75.25369,0.0
2022-05-13,US1NYOD0067,43.23294,-75.25369,0.0
2022-05-14,US1NYOD0067,43.23294,-75.25369,0.0
2022-05-15,US1NYOD0067,43.23294,-75.25369,2.5
2022-05-16,US1NYOD0067,43.23294,-75.25369,9.7
2022-05-17,US1NYOD0067,43.23294,-75.25369,3.6
2022-05-18,US1NYOD0067,43.23294,-75.25369,0.3
2022-05-19,US1NYOD0067,43.23294,-75.25369,11.4
2022-05-20,US1NYOD0067,43.23294,-75.25369,0.0
2022-05-21,US1NYOD0067,43.23294,-75.25369,0.0
2022-05-22,US1NYOD0067,43.23294,-75.25369,6.6
2022-05-23,US1NYOD0067,43.23294,-75.25369,0.0
2022-05-24,US1NYOD0067,43.23294,-75.25369,0.0
2022-05-25,US1NYOD0067,43.23294,-75.25369,0.0
2022-05-26,US1NYOD0067,43.23294,-75.25369,0.0
2022-05-27,US1NYOD0067,43.23294,-75.25369,4.6
2022-05-28,US1NYOD0067,43.23294,-75.25369,4.6
2022-05-29,US1NYOD0067,43.23294,-75.25369,0.0
2022-05-31,US1NYOD0067,43.23294,-75.25369,0.0
2022-06-01,US1NYOD0067,43.23294,-75.25369,20.6
2022-06-02,US1NYOD0067,43.23294,-75.25369,15.7
2022-06-03,US1NYOD0067,43.23294,-75.25369,0.0
2022-06-04,US1NYOD0067,43.23294,-75.25369,0.0
2022-06-05,US1NYOD0067,43.23294,-75.25369,0.0
2022-06-06,US1NYOD0067,43.23294,-75.25369,0.0
2022-06-07,US1NYOD0067,43.23294,-75.25369,8.1
2022-06-08,US1NYOD0067,43.23294,-75.25369,18.8
2022-06-09,US1NYOD0067,43.23294,-75.25369,16.0
2022-06-10,US1NYOD0067,43.23294,-75.25369,0.0
2022-06-11,US1NYOD0067,43.23294,-75.25369,0.0
2022-06-12,US1NYOD0067,43.23294,-75.25369,0.0
2022-06-13,US1NYOD0067,43.23294,-75.25369,9.9
2022-06-14,US1NYOD0067,43.23294,-75.25369,0.0
