,agency_cd,site_no,datetime,Data codes,Q_m3_s_mean
0,USGS,01349700,1996-12-27,A,3.3697047454
1,USGS,01349700,1996-12-28,A,2.9166351998
2,USGS,01349700,1996-12-29,A,4.0493090638
3,USGS,01349700,1996-12-30,A,5.238616621
4,USGS,01349700,1996-12-31,A,3.4829721318
5,USGS,01349700,1997-01-01,A,2.5201993474
6,USGS,01349700,1997-01-02,A:e,2.4352488076
7,USGS,01349700,1997-01-03,A,3.0299025862
8,USGS,01349700,1997-01-04,A,2.83168466
9,USGS,01349700,1997-01-05,A,2.6051498872
10,USGS,01349700,1997-01-06,A,2.6617835804
11,USGS,01349700,1997-01-07,A,2.0954466484000003
12,USGS,01349700,1997-01-08,A:e,1.3308917902
13,USGS,01349700,1997-01-09,A:e,1.2742580970000001
14,USGS,01349700,1997-01-10,A:e,1.2176244038
15,USGS,01349700,1997-01-11,A:e,1.132673864
16,USGS,01349700,1997-01-12,A:e,1.0477233242000001
17,USGS,01349700,1997-01-13,A:e,0.991089631
18,USGS,01349700,1997-01-14,A:e,0.9344559378
19,USGS,01349700,1997-01-15,A:e,0.8778222446
20,USGS,01349700,1997-01-16,A:e,0.8211885514
21,USGS,01349700,1997-01-17,A:e,0.7645548582
22,USGS,01349700,1997-01-18,A:e,0.7362380116
23,USGS,01349700,1997-01-19,A:e,0.707921165
24,USGS,01349700,1997-01-20,A:e,0.6796043184
25,USGS,01349700,1997-01-21,A:e,0.6512874718
26,USGS,01349700,1997-01-22,A:e,0.6796043184
27,USGS,01349700,1997-01-23,A:e,0.7362380116
28,USGS,01349700,1997-01-24,A:e,0.7928717048
29,USGS,01349700,1997-01-25,A:e,0.7928717048
30,USGS,01349700,1997-01-26,A:e,0.7928717048
31,USGS,01349700,1997-01-27,A:e,0.7928717048
32,USGS,01349700,1997-01-28,A:e,0.7645548582
33,USGS,01349700,1997-01-29,A:e,0.7645548582
34,USGS,01349700,1997-01-30,A:e,0.707921165
35,USGS,01349700,1997-01-31,A:e,0.6229706252
36,USGS,01349700,1997-02-01,A:e,0.6229706252
37,USGS,01349700,1997-02-02,A:e,0.5946537786
38,USGS,01349700,1997-02-03,A:e,0.566336932
39,USGS,01349700,1997-02-04,A:e,0.566336932
40,USGS,01349700,1997-02-05,A,1.4441591766
41,USGS,01349700,1997-02-06,A,1.699010796
42,USGS,01349700,1997-02-07,A:e,0.991089631
43,USGS,01349700,1997-02-08,A:e,0.849505398
44,USGS,01349700,1997-02-09,A:e,0.7928717048
45,USGS,01349700,1997-02-10,A:e,0.7362380116
46,USGS,01349700,1997-02-11,A:e,0.6229706252
47,USGS,01349700,1997-02-12,A:e,0.566336932
48,USGS,01349700,1997-02-13,A:e,0.5380200854
49,USGS,01349700,1997-02-14,A:e,0.5380200854
50,USGS,01349700,1997-02-15,A:e,0.5380200854
51,USGS,01349700,1997-02-16,A:e,0.5946537786
52,USGS,01349700,1997-02-17,A:e,0.5946537786
53,USGS,01349700,1997-02-18,A:e,0.6229706252
54,USGS,01349700,1997-02-19,A,1.8689118756
55,USGS,01349700,1997-02-20,A,3.9077248308000003
56,USGS,01349700,1997-02-21,A:e,4.530695456
57,USGS,01349700,1997-02-22,A:e,14.1584233
58,USGS,01349700,1997-02-23,A,6.4845578714
59,USGS,01349700,1997-02-24,A,3.539605825
60,USGS,01349700,1997-02-25,A:e,1.982179262
61,USGS,01349700,1997-02-26,A:e,1.9255455688
62,USGS,01349700,1997-02-27,A,4.8988144618
63,USGS,01349700,1997-02-28,A,4.7572302288
64,USGS,01349700,1997-03-01,A,2.9449520464
65,USGS,01349700,1997-03-02,A,4.4174280696
66,USGS,01349700,1997-03-03,A,3.9360416774
67,USGS,01349700,1997-03-04,A,2.7750509668000003
68,USGS,01349700,1997-03-05,A,2.4918825008
69,USGS,01349700,1997-03-06,A,3.8510911376
70,USGS,01349700,1997-03-07,A:e,2.3786151144
71,USGS,01349700,1997-03-08,A:e,1.7556444892
72,USGS,01349700,1997-03-09,A:e,1.6423771028
73,USGS,01349700,1997-03-10,A:e,1.5291097164
74,USGS,01349700,1997-03-11,A:e,1.3875254834000001
75,USGS,01349700,1997-03-12,A:e,1.2459412504
76,USGS,01349700,1997-03-13,A:e,1.132673864
77,USGS,01349700,1997-03-14,A:e,1.1043570174
78,USGS,01349700,1997-03-15,A:e,1.0760401708
79,USGS,01349700,1997-03-16,A:e,1.0194064776
80,USGS,01349700,1997-03-17,A:e,0.991089631
81,USGS,01349700,1997-03-18,A:e,0.9627727844
82,USGS,01349700,1997-03-19,A:e,0.9627727844
83,USGS,01349700,1997-03-20,A:e,0.9344559378
84,USGS,01349700,1997-03-21,A,0.9344559378
85,USGS,01349700,1997-03-22,A,1.2459412504
86,USGS,01349700,1997-03-23,A:e,0.9061390912
87,USGS,01349700,1997-03-24,A:e,0.8211885514
88,USGS,01349700,1997-03-25,A:e,0.7362380116
89,USGS,01349700,1997-03-26,A,1.6140602562000002
90,USGS,01349700,1997-03-27,A,1.557426563
91,USGS,01349700,1997-03-28,A,2.1803971882
92,USGS,01349700,1997-03-29,A,2.83168466
93,USGS,01349700,1997-03-30,A,3.2281205124000003
94,USGS,01349700,1997-03-31,A,5.5784187802
95,USGS,01349700,1997-04-01,A,5.2102997744
96,USGS,01349700,1997-04-02,A,3.8794079842
97,USGS,01349700,1997-04-03,A,3.9077248308000003
98,USGS,01349700,1997-04-04,A,10.5621837818
99,USGS,01349700,1997-04-05,A,15.6592161698
100,USGS,01349700,1997-04-06,A,25.4285282468
101,USGS,01349700,1997-04-07,A,25.456845093400002
102,USGS,01349700,1997-04-08,A,12.1196103448
103,USGS,01349700,1997-04-09,A,6.371290485
104,USGS,01349700,1997-04-10,A,4.1342596036
105,USGS,01349700,1997-04-11,A:e,3.398021592
106,USGS,01349700,1997-04-12,A:e,3.114853126
107,USGS,01349700,1997-04-13,A:e,4.24752699
108,USGS,01349700,1997-04-14,A:e,3.114853126
109,USGS,01349700,1997-04-15,A:e,2.3786151144
110,USGS,01349700,1997-04-16,A,2.0671298018
111,USGS,01349700,1997-04-17,A,2.0388129552
112,USGS,01349700,1997-04-18,A,2.3502982678
113,USGS,01349700,1997-04-19,A,2.5768330406
114,USGS,01349700,1997-04-20,A,3.1998036658
115,USGS,01349700,1997-04-21,A,5.1536660812
116,USGS,01349700,1997-04-22,A,6.229706252
117,USGS,01349700,1997-04-23,A,7.07921165
118,USGS,01349700,1997-04-24,A,6.1447557122
119,USGS,01349700,1997-04-25,A,4.6156459958000005
120,USGS,01349700,1997-04-26,A,3.6245563648
121,USGS,01349700,1997-04-27,A,3.0299025862
122,USGS,01349700,1997-04-28,A,5.380200854
123,USGS,01349700,1997-04-29,A,4.5873291492
124,USGS,01349700,1997-04-30,A,3.256437359
125,USGS,01349700,1997-05-01,A,2.9166351998
126,USGS,01349700,1997-05-02,A,3.398021592
127,USGS,01349700,1997-05-03,A,4.3891112230000005
128,USGS,01349700,1997-05-04,A,6.2013894054000005
129,USGS,01349700,1997-05-05,A,3.7944574444
130,USGS,01349700,1997-05-06,A,3.1998036658
131,USGS,01349700,1997-05-07,A,2.8033678134
132,USGS,01349700,1997-05-08,A,2.265347728
133,USGS,01349700,1997-05-09,A,2.2087140348
134,USGS,01349700,1997-05-10,A,3.5679226716
135,USGS,01349700,1997-05-11,A,2.4918825008
136,USGS,01349700,1997-05-12,A,1.9538624154000002
137,USGS,01349700,1997-05-13,A,1.7839613358
138,USGS,01349700,1997-05-14,A,1.6423771028
139,USGS,01349700,1997-05-15,A,1.4724760232
140,USGS,01349700,1997-05-16,A,1.3308917902
141,USGS,01349700,1997-05-17,A,1.2176244038
142,USGS,01349700,1997-05-18,A,1.132673864
143,USGS,01349700,1997-05-19,A,1.4441591766
144,USGS,01349700,1997-05-20,A,7.7588159684
145,USGS,01349700,1997-05-21,A,3.0015857396000003
146,USGS,01349700,1997-05-22,A,2.2370308814
147,USGS,01349700,1997-05-23,A,1.8689118756
148,USGS,01349700,1997-05-24,A,1.6140602562000002
149,USGS,01349700,1997-05-25,A,1.7273276426000002
150,USGS,01349700,1997-05-26,A,1.7556444892
151,USGS,01349700,1997-05-27,A,1.3875254834000001
152,USGS,01349700,1997-05-28,A,1.2176244038
153,USGS,01349700,1997-05-29,A,1.0760401708
154,USGS,01349700,1997-05-30,A,0.9627727844
155,USGS,01349700,1997-05-31,A,0.9344559378
156,USGS,01349700,1997-06-01,A,0.849505398
157,USGS,01349700,1997-06-02,A,0.8211885514
158,USGS,01349700,1997-06-03,A,0.7362380116
159,USGS,01349700,1997-06-04,A,0.6512874718
160,USGS,01349700,1997-06-05,A,0.5946537786
161,USGS,01349700,1997-06-06,A,0.5097032388
162,USGS,01349700,1997-06-07,A,0.4813863922
163,USGS,01349700,1997-06-08,A,0.4530695456
164,USGS,01349700,1997-06-09,A,0.424752699
165,USGS,01349700,1997-06-10,A,0.3681190058
166,USGS,01349700,1997-06-11,A,0.3398021592
167,USGS,01349700,1997-06-12,A,0.283168466
168,USGS,01349700,1997-06-13,A,0.283168466
