,agency_cd,site_no,datetime,Data codes,Q_m3_s_mean
0,USGS,01325000,1907-09-13,A,47.005965356000004
1,USGS,01325000,1907-09-14,A,39.926753706
2,USGS,01325000,1907-09-15,A,26.334667338
3,USGS,01325000,1907-09-16,A,20.246545319
4,USGS,01325000,1907-09-17,A,17.839613358
5,USGS,01325000,1907-09-18,A,14.724760232000001
6,USGS,01325000,1907-09-19,A,13.875254834
7,USGS,01325000,1907-09-20,A,13.025749436
8,USGS,01325000,1907-09-21,A,12.176244038
9,USGS,01325000,1907-09-22,A,11.32673864
10,USGS,01325000,1907-09-23,A,12.176244038
11,USGS,01325000,1907-09-24,A,13.875254834
12,USGS,01325000,1907-09-25,A,16.706939494
13,USGS,01325000,1907-09-26,A,20.246545319
14,USGS,01325000,1907-09-27,A,18.972287222000002
15,USGS,01325000,1907-09-28,A,17.839613358
16,USGS,01325000,1907-09-29,A,18.972287222000002
17,USGS,01325000,1907-09-30,A,39.926753706
18,USGS,01325000,1907-10-01,A,54.368345472
19,USGS,01325000,1907-10-02,A,44.457449162
20,USGS,01325000,1907-10-03,A,33.697047454
21,USGS,01325000,1907-10-04,A,30.015857396
22,USGS,01325000,1907-10-05,A,54.368345472
23,USGS,01325000,1907-10-06,A,60.031714792
24,USGS,01325000,1907-10-07,A,51.819829278
25,USGS,01325000,1907-10-08,A,54.368345472
26,USGS,01325000,1907-10-09,A,109.58619634200001
27,USGS,01325000,1907-10-10,A,113.833723332
28,USGS,01325000,1907-10-11,A,109.58619634200001
29,USGS,01325000,1907-10-12,A,101.657479294
30,USGS,01325000,1907-10-13,A,94.01193071200001
31,USGS,01325000,1907-10-14,A,69.65944263600001
32,USGS,01325000,1907-10-15,A,57.200030132
33,USGS,01325000,1907-10-16,A,51.819829278
34,USGS,01325000,1907-10-17,A,47.005965356000004
35,USGS,01325000,1907-10-18,A,39.926753706
36,USGS,01325000,1907-10-19,A,31.714868192
37,USGS,01325000,1907-10-20,A,30.015857396
38,USGS,01325000,1907-10-21,A,30.015857396
39,USGS,01325000,1907-10-22,A,26.334667338
40,USGS,01325000,1907-10-23,A,26.334667338
41,USGS,01325000,1907-10-24,A,24.635656542
42,USGS,01325000,1907-10-25,A,23.078229979
43,USGS,01325000,1907-10-26,A,21.520803416
44,USGS,01325000,1907-10-27,A,21.520803416
45,USGS,01325000,1907-10-28,A,54.368345472
46,USGS,01325000,1907-10-29,A,163.10503641600002
47,USGS,01325000,1907-10-30,A,178.112965114
48,USGS,01325000,1907-10-31,A,173.01593272600002
49,USGS,01325000,1907-11-01,A,139.602053738
50,USGS,01325000,1907-11-02,A,126.293135836
51,USGS,01325000,1907-11-03,A,139.602053738
52,USGS,01325000,1907-11-04,A,183.209997502
53,USGS,01325000,1907-11-05,A,205.013969384
54,USGS,01325000,1907-11-06,A,178.112965114
55,USGS,01325000,1907-11-07,A,193.97039921
56,USGS,01325000,1907-11-08,A,199.350600064
57,USGS,01325000,1907-11-09,A,314.31699726
58,USGS,01325000,1907-11-10,A,282.035792136
59,USGS,01325000,1907-11-11,A,216.340708024
60,USGS,01325000,1907-11-12,A,188.590198356
61,USGS,01325000,1907-11-13,A,168.202068804
62,USGS,01325000,1907-11-14,A,135.071358282
63,USGS,01325000,1907-11-15,A,117.79808185600001
64,USGS,01325000,1907-11-16,A,109.58619634200001
65,USGS,01325000,1907-11-17,A,86.649550596
66,USGS,01325000,1907-11-18,A,60.031714792
67,USGS,01325000,1907-11-19,A,49.271313084
68,USGS,01325000,1907-11-20,A,47.005965356000004
69,USGS,01325000,1907-11-21,A,39.926753706
70,USGS,01325000,1907-11-22,A,42.192101434
71,USGS,01325000,1907-11-23,A,44.457449162
72,USGS,01325000,1907-11-24,A,47.005965356000004
73,USGS,01325000,1907-11-25,A,44.457449162
74,USGS,01325000,1907-11-26,A,39.926753706
75,USGS,01325000,1907-11-27,A,37.944574444000004
76,USGS,01325000,1907-11-28,A,35.679226716
77,USGS,01325000,1907-11-29,A,33.697047454
78,USGS,01325000,1907-11-30,A,31.714868192
79,USGS,01325000,1907-12-01,A,30.015857396
80,USGS,01325000,1907-12-02,A,28.033678134000002
81,USGS,01325000,1907-12-03,A,28.033678134000002
82,USGS,01325000,1907-12-04,A,26.334667338
83,USGS,01325000,1907-12-05,A,24.635656542
84,USGS,01325000,1907-12-06,A,23.078229979
85,USGS,01325000,1907-12-07,A,21.520803416
86,USGS,01325000,1907-12-08,A,23.078229979
87,USGS,01325000,1907-12-09,A,28.033678134000002
88,USGS,01325000,1907-12-10,A,37.944574444000004
89,USGS,01325000,1907-12-11,A,117.79808185600001
90,USGS,01325000,1907-12-12,A,205.013969384
91,USGS,01325000,1907-12-13,A,188.590198356
92,USGS,01325000,1907-12-14,A,148.946613116
93,USGS,01325000,1907-12-15,A,109.58619634200001
94,USGS,01325000,1907-12-16,A,90.330740654
95,USGS,01325000,1907-12-17,A,76.172317354
96,USGS,01325000,1907-12-18,A,69.65944263600001
97,USGS,01325000,1907-12-19,A,60.031714792
98,USGS,01325000,1907-12-20,A,54.368345472
99,USGS,01325000,1907-12-21,A,51.819829278
100,USGS,01325000,1907-12-22,A,49.271313084
101,USGS,01325000,1907-12-23,A,63.146567918
102,USGS,01325000,1907-12-24,A,94.01193071200001
103,USGS,01325000,1907-12-25,A,122.04560884600001
104,USGS,01325000,1907-12-26,A,139.602053738
105,USGS,01325000,1907-12-27,A,153.477308572
106,USGS,01325000,1907-12-28,A,135.071358282
107,USGS,01325000,1907-12-29,A,139.602053738
108,USGS,01325000,1907-12-30,A,158.291172494
109,USGS,01325000,1907-12-31,A,173.01593272600002
110,USGS,01325000,1908-01-01,A,173.01593272600002
111,USGS,01325000,1908-01-02,A,163.10503641600002
112,USGS,01325000,1908-01-03,A,153.477308572
113,USGS,01325000,1908-01-04,A,122.04560884600001
114,USGS,01325000,1908-01-05,A,105.621837818
115,USGS,01325000,1908-01-06,A,79.570338946
116,USGS,01325000,1908-01-07,A,63.146567918
117,USGS,01325000,1908-01-08,A,51.819829278
118,USGS,01325000,1908-01-09,A,47.005965356000004
119,USGS,01325000,1908-01-10,A,44.457449162
120,USGS,01325000,1908-01-11,A,39.926753706
121,USGS,01325000,1908-01-12,A,39.926753706
122,USGS,01325000,1908-01-13,A,44.457449162
123,USGS,01325000,1908-01-14,A,49.271313084
124,USGS,01325000,1908-01-15,A,44.457449162
125,USGS,01325000,1908-01-16,A,39.926753706
126,USGS,01325000,1908-01-17,A,37.944574444000004
127,USGS,01325000,1908-01-18,A,35.679226716
128,USGS,01325000,1908-01-19,A,33.697047454
129,USGS,01325000,1908-01-20,A,31.714868192
130,USGS,01325000,1908-01-21,A,30.015857396
131,USGS,01325000,1908-01-22,A,28.033678134000002
132,USGS,01325000,1908-01-23,A,26.334667338
133,USGS,01325000,1908-01-24,A,24.635656542
134,USGS,01325000,1908-01-25,A,24.635656542
135,USGS,01325000,1908-01-26,A,21.520803416
136,USGS,01325000,1908-01-27,A,18.972287222000002
137,USGS,01325000,1908-01-28,A,23.078229979
138,USGS,01325000,1908-01-29,A,22.65347728
139,USGS,01325000,1908-01-30,A,22.65347728
140,USGS,01325000,1908-01-31,A,22.65347728
141,USGS,01325000,1908-02-01,A,25.48516194
142,USGS,01325000,1908-02-02,A,24.06931961
143,USGS,01325000,1908-02-03,A,24.06931961
144,USGS,01325000,1908-02-04,A,22.65347728
145,USGS,01325000,1908-02-05,A,21.23763495
146,USGS,01325000,1908-02-06,A,21.23763495
147,USGS,01325000,1908-02-07,A,21.23763495
148,USGS,01325000,1908-02-08,A,21.23763495
149,USGS,01325000,1908-02-09,A,19.82179262
150,USGS,01325000,1908-02-10,A,19.82179262
151,USGS,01325000,1908-02-11,A,19.82179262
152,USGS,01325000,1908-02-12,A,19.82179262
153,USGS,01325000,1908-02-13,A,19.82179262
154,USGS,01325000,1908-02-14,A,19.82179262
155,USGS,01325000,1908-02-15,A,21.23763495
156,USGS,01325000,1908-02-16,A,39.64358524
157,USGS,01325000,1908-02-17,A,141.584233
158,USGS,01325000,1908-02-18,A,199.350600064
159,USGS,01325000,1908-02-19,A,188.590198356
160,USGS,01325000,1908-02-20,A,168.202068804
161,USGS,01325000,1908-02-21,A,148.946613116
162,USGS,01325000,1908-02-22,A,130.823831292
163,USGS,01325000,1908-02-23,A,117.79808185600001
164,USGS,01325000,1908-02-24,A,105.621837818
165,USGS,01325000,1908-02-25,A,94.01193071200001
166,USGS,01325000,1908-02-26,A,83.251529004
167,USGS,01325000,1908-02-27,A,69.65944263600001
168,USGS,01325000,1908-02-28,A,66.261421044
169,USGS,01325000,1908-02-29,A,57.200030132
170,USGS,01325000,1908-03-01,A,51.819829278
171,USGS,01325000,1908-03-02,A,44.457449162
172,USGS,01325000,1908-03-03,A,44.457449162
173,USGS,01325000,1908-03-04,A,42.192101434
174,USGS,01325000,1908-03-05,A,39.926753706
175,USGS,01325000,1908-03-06,A,37.944574444000004
176,USGS,01325000,1908-03-07,A,35.679226716
177,USGS,01325000,1908-03-08,A,31.714868192
178,USGS,01325000,1908-03-09,A,28.033678134000002
179,USGS,01325000,1908-03-10,A,24.635656542
180,USGS,01325000,1908-03-11,A,33.697047454
181,USGS,01325000,1908-03-12,A,44.457449162
182,USGS,01325000,1908-03-13,A,63.146567918
183,USGS,01325000,1908-03-14,A,83.251529004
184,USGS,01325000,1908-03-15,A,94.01193071200001
185,USGS,01325000,1908-03-16,A,97.976289236
186,USGS,01325000,1908-03-17,A,101.657479294
187,USGS,01325000,1908-03-18,A,94.01193071200001
188,USGS,01325000,1908-03-19,A,86.649550596
189,USGS,01325000,1908-03-20,A,83.251529004
190,USGS,01325000,1908-03-21,A,79.570338946
191,USGS,01325000,1908-03-22,A,86.649550596
192,USGS,01325000,1908-03-23,A,86.649550596
193,USGS,01325000,1908-03-24,A,97.976289236
194,USGS,01325000,1908-03-25,A,113.833723332
195,USGS,01325000,1908-03-26,A,130.823831292
196,USGS,01325000,1908-03-27,A,148.946613116
197,USGS,01325000,1908-03-28,A,183.209997502
198,USGS,01325000,1908-03-29,A,245.790228488
199,USGS,01325000,1908-03-30,A,331.30710522
200,USGS,01325000,1908-03-31,A,385.10911376
201,USGS,01325000,1908-04-01,A,345.46552852
202,USGS,01325000,1908-04-02,A,305.82194328
203,USGS,01325000,1908-04-03,A,263.913010312
204,USGS,01325000,1908-04-04,A,222.004077344
205,USGS,01325000,1908-04-05,A,188.590198356
206,USGS,01325000,1908-04-06,A,168.202068804
207,USGS,01325000,1908-04-07,A,178.112965114
208,USGS,01325000,1908-04-08,A,227.95061513000002
209,USGS,01325000,1908-04-09,A,276.08925435000003
210,USGS,01325000,1908-04-10,A,294.49520464
211,USGS,01325000,1908-04-11,A,314.31699726
212,USGS,01325000,1908-04-12,A,319.98036658
213,USGS,01325000,1908-04-13,A,339.8021592
214,USGS,01325000,1908-04-14,A,359.62395182
215,USGS,01325000,1908-04-15,A,351.12889784000004
216,USGS,01325000,1908-04-16,A,339.8021592
217,USGS,01325000,1908-04-17,A,305.82194328
218,USGS,01325000,1908-04-18,A,288.83183532
219,USGS,01325000,1908-04-19,A,251.73676627400002
220,USGS,01325000,1908-04-20,A,222.004077344
