,agency_cd,site_no,datetime,Data codes,Q_m3_s_mean
0,USGS,01372300,1956-01-01,A,0.2548516194
1,USGS,01372300,1956-01-02,A,0.22087140348
2,USGS,01372300,1956-01-03,A,0.24352488076
3,USGS,01372300,1956-01-04,A,0.24918825008000003
4,USGS,01372300,1956-01-05,A,0.25768330406
5,USGS,01372300,1956-01-06,A,0.25768330406
6,USGS,01372300,1956-01-07,A,0.2690100427
7,USGS,01372300,1956-01-08,A,0.20671298018
8,USGS,01372300,1956-01-09,A,0.2265347728
9,USGS,01372300,1956-01-10,A,0.7362380116
10,USGS,01372300,1956-01-11,A,1.2176244038
11,USGS,01372300,1956-01-12,A,1.6706939494
12,USGS,01372300,1956-01-13,A,1.8689118756
13,USGS,01372300,1956-01-14,A,0.9627727844
14,USGS,01372300,1956-01-15,A,0.849505398
15,USGS,01372300,1956-01-16,A,0.9344559378
16,USGS,01372300,1956-01-17,A,0.8778222446
17,USGS,01372300,1956-01-18,A,0.7362380116
18,USGS,01372300,1956-01-19,A,0.707921165
19,USGS,01372300,1956-01-20,A,0.5946537786
20,USGS,01372300,1956-01-21,A,0.5097032388
21,USGS,01372300,1956-01-22,A,0.5946537786
22,USGS,01372300,1956-01-23,A,0.4530695456
23,USGS,01372300,1956-01-24,A,0.424752699
24,USGS,01372300,1956-01-25,A,0.3964358524
25,USGS,01372300,1956-01-26,A,0.3114853126
26,USGS,01372300,1956-01-27,A,0.3398021592
27,USGS,01372300,1956-01-28,A,0.3114853126
28,USGS,01372300,1956-01-29,A,0.283168466
29,USGS,01372300,1956-01-30,A,0.5097032388
30,USGS,01372300,1956-01-31,A,0.8211885514
31,USGS,01372300,1956-02-01,A,0.5380200854
32,USGS,01372300,1956-02-02,A,0.424752699
33,USGS,01372300,1956-02-03,A,0.4530695456
34,USGS,01372300,1956-02-04,A,0.3964358524
35,USGS,01372300,1956-02-05,A,0.4813863922
36,USGS,01372300,1956-02-06,A,0.3681190058
37,USGS,01372300,1956-02-07,A,0.7645548582
38,USGS,01372300,1956-02-08,A,1.0194064776
39,USGS,01372300,1956-02-09,A,0.7645548582
40,USGS,01372300,1956-02-10,A,1.2459412504
41,USGS,01372300,1956-02-11,A,1.8122781824
42,USGS,01372300,1956-02-12,A,5.4085177006
43,USGS,01372300,1956-02-13,A,4.7289133822
44,USGS,01372300,1956-02-14,A,2.8033678134
45,USGS,01372300,1956-02-15,A,3.539605825
46,USGS,01372300,1956-02-16,A,3.1714868192
47,USGS,01372300,1956-02-17,A,1.7556444892
48,USGS,01372300,1956-02-18,A,3.7661405978
49,USGS,01372300,1956-02-19,A,4.8988144618
50,USGS,01372300,1956-02-20,A,3.6811900580000003
51,USGS,01372300,1956-02-21,A,2.0954466484000003
52,USGS,01372300,1956-02-22,A,1.2176244038
53,USGS,01372300,1956-02-23,A,1.1043570174
54,USGS,01372300,1956-02-24,A,0.849505398
55,USGS,01372300,1956-02-25,A,4.530695456
56,USGS,01372300,1956-02-26,A,6.2013894054000005
57,USGS,01372300,1956-02-27,A,3.114853126
58,USGS,01372300,1956-02-28,A,2.0954466484000003
59,USGS,01372300,1956-02-29,A,1.3308917902
60,USGS,01372300,1956-03-01,A,1.132673864
61,USGS,01372300,1956-03-02,A,1.41584233
62,USGS,01372300,1956-03-03,A,3.5679226716
63,USGS,01372300,1956-03-04,A,4.0209922172
64,USGS,01372300,1956-03-05,A,3.3697047454
65,USGS,01372300,1956-03-06,A,3.0015857396000003
66,USGS,01372300,1956-03-07,A,6.7394094908
67,USGS,01372300,1956-03-08,A,8.778222446000001
68,USGS,01372300,1956-03-09,A,6.003171479200001
69,USGS,01372300,1956-03-10,A,4.3041606832
70,USGS,01372300,1956-03-11,A,3.6245563648
71,USGS,01372300,1956-03-12,A,3.2281205124000003
72,USGS,01372300,1956-03-13,A,2.7467341202
73,USGS,01372300,1956-03-14,A,2.4352488076
74,USGS,01372300,1956-03-15,A,2.265347728
75,USGS,01372300,1956-03-16,A,2.0388129552
76,USGS,01372300,1956-03-17,A,1.6706939494
77,USGS,01372300,1956-03-18,A,1.9255455688
78,USGS,01372300,1956-03-19,A,1.6140602562000002
79,USGS,01372300,1956-03-20,A,1.5007928698000002
80,USGS,01372300,1956-03-21,A,1.2176244038
81,USGS,01372300,1956-03-22,A,1.2176244038
82,USGS,01372300,1956-03-23,A,1.9538624154000002
83,USGS,01372300,1956-03-24,A,1.3875254834000001
84,USGS,01372300,1956-03-25,A,1.3875254834000001
85,USGS,01372300,1956-03-26,A,1.6140602562000002
86,USGS,01372300,1956-03-27,A,1.8972287222
87,USGS,01372300,1956-03-28,A,2.2370308814
88,USGS,01372300,1956-03-29,A,2.2936645746
89,USGS,01372300,1956-03-30,A,2.1520803416
90,USGS,01372300,1956-03-31,A,1.9538624154000002
91,USGS,01372300,1956-04-01,A,2.83168466
92,USGS,01372300,1956-04-02,A,3.8510911376
93,USGS,01372300,1956-04-03,A,6.003171479200001
94,USGS,01372300,1956-04-04,A,7.815449661600001
95,USGS,01372300,1956-04-05,A,9.684361537200001
96,USGS,01372300,1956-04-06,A,9.627727844
97,USGS,01372300,1956-04-07,A,7.9570338946
98,USGS,01372300,1956-04-08,A,7.1358453432
99,USGS,01372300,1956-04-09,A,6.1164388656
100,USGS,01372300,1956-04-10,A,7.07921165
101,USGS,01372300,1956-04-11,A,5.7766367064
102,USGS,01372300,1956-04-12,A,4.7572302288
103,USGS,01372300,1956-04-13,A,4.4457449162
104,USGS,01372300,1956-04-14,A,3.822774291
105,USGS,01372300,1956-04-15,A,3.5112889784
106,USGS,01372300,1956-04-16,A,5.1253492346
107,USGS,01372300,1956-04-17,A,7.6738654286
108,USGS,01372300,1956-04-18,A,5.8332703996
109,USGS,01372300,1956-04-19,A,4.7005965356
110,USGS,01372300,1956-04-20,A,3.9077248308000003
111,USGS,01372300,1956-04-21,A,3.398021592
112,USGS,01372300,1956-04-22,A,2.8600015066
113,USGS,01372300,1956-04-23,A,3.3697047454
114,USGS,01372300,1956-04-24,A,3.539605825
115,USGS,01372300,1956-04-25,A,2.8600015066
116,USGS,01372300,1956-04-26,A,2.8033678134
117,USGS,01372300,1956-04-27,A,2.6617835804
118,USGS,01372300,1956-04-28,A,2.2370308814
119,USGS,01372300,1956-04-29,A,3.4546552852000003
120,USGS,01372300,1956-04-30,A,5.7200030132
121,USGS,01372300,1956-05-01,A,4.8988144618
122,USGS,01372300,1956-05-02,A,3.964358524
123,USGS,01372300,1956-05-03,A,4.5873291492
124,USGS,01372300,1956-05-04,A,3.6245563648
125,USGS,01372300,1956-05-05,A,3.0015857396000003
126,USGS,01372300,1956-05-06,A,2.8033678134
127,USGS,01372300,1956-05-07,A,2.6617835804
128,USGS,01372300,1956-05-08,A,2.2370308814
129,USGS,01372300,1956-05-09,A,1.9255455688
130,USGS,01372300,1956-05-10,A,1.8122781824
131,USGS,01372300,1956-05-11,A,1.6706939494
132,USGS,01372300,1956-05-12,A,1.6140602562000002
133,USGS,01372300,1956-05-13,A,1.4441591766
134,USGS,01372300,1956-05-14,A,1.2742580970000001
135,USGS,01372300,1956-05-15,A,1.2459412504
136,USGS,01372300,1956-05-16,A,1.132673864
137,USGS,01372300,1956-05-17,A,0.991089631
138,USGS,01372300,1956-05-18,A,1.0194064776
139,USGS,01372300,1956-05-19,A,1.0477233242000001
140,USGS,01372300,1956-05-20,A,0.9627727844
141,USGS,01372300,1956-05-21,A,0.849505398
142,USGS,01372300,1956-05-22,A,0.7645548582
143,USGS,01372300,1956-05-23,A,0.6796043184
144,USGS,01372300,1956-05-24,A,0.6796043184
145,USGS,01372300,1956-05-25,A,0.6229706252
146,USGS,01372300,1956-05-26,A,0.5380200854
147,USGS,01372300,1956-05-27,A,0.5380200854
148,USGS,01372300,1956-05-28,A,0.5946537786
149,USGS,01372300,1956-05-29,A,0.5380200854
150,USGS,01372300,1956-05-30,A,0.4813863922
151,USGS,01372300,1956-05-31,A,0.4530695456
152,USGS,01372300,1956-06-01,A,0.424752699
153,USGS,01372300,1956-06-02,A,0.5097032388
154,USGS,01372300,1956-06-03,A,1.0760401708
155,USGS,01372300,1956-06-04,A,0.8778222446
156,USGS,01372300,1956-06-05,A,0.6512874718
157,USGS,01372300,1956-06-06,A,0.566336932
158,USGS,01372300,1956-06-07,A,0.4530695456
159,USGS,01372300,1956-06-08,A,0.424752699
160,USGS,01372300,1956-06-09,A,0.3964358524
161,USGS,01372300,1956-06-10,A,0.4813863922
162,USGS,01372300,1956-06-11,A,0.7362380116
163,USGS,01372300,1956-06-12,A,0.566336932
164,USGS,01372300,1956-06-13,A,0.4530695456
165,USGS,01372300,1956-06-14,A,0.3681190058
166,USGS,01372300,1956-06-15,A,0.3114853126
167,USGS,01372300,1956-06-16,A,0.25768330406
168,USGS,01372300,1956-06-17,A,0.24635656541999998
169,USGS,01372300,1956-06-18,A,0.2265347728
170,USGS,01372300,1956-06-19,A,0.20671298018
171,USGS,01372300,1956-06-20,A,0.18689118756
172,USGS,01372300,1956-06-21,A,0.17273276426
173,USGS,01372300,1956-06-22,A,0.16706939494
174,USGS,01372300,1956-06-23,A,0.17273276426
175,USGS,01372300,1956-06-24,A,0.17273276426
176,USGS,01372300,1956-06-25,A,0.15857434096
177,USGS,01372300,1956-06-26,A,0.15291097164
178,USGS,01372300,1956-06-27,A,0.16706939494
179,USGS,01372300,1956-06-28,A,0.16706939494
180,USGS,01372300,1956-06-29,A,0.14724760232
181,USGS,01372300,1956-06-30,A,0.141584233
182,USGS,01372300,1956-07-01,A,0.13308917902
183,USGS,01372300,1956-07-02,A,0.1274258097
184,USGS,01372300,1956-07-03,A,0.11893075572
185,USGS,01372300,1956-07-04,A,0.1132673864
186,USGS,01372300,1956-07-05,A,0.16706939494
187,USGS,01372300,1956-07-06,A,0.4813863922
188,USGS,01372300,1956-07-07,A,0.5097032388
189,USGS,01372300,1956-07-08,A,0.283168466
190,USGS,01372300,1956-07-09,A,0.23502982678000003
191,USGS,01372300,1956-07-10,A,0.19538624154
192,USGS,01372300,1956-07-11,A,0.17273276426
193,USGS,01372300,1956-07-12,A,0.15291097164
194,USGS,01372300,1956-07-13,A,0.18689118756
195,USGS,01372300,1956-07-14,A,1.8689118756
196,USGS,01372300,1956-07-15,A,1.1893075572
197,USGS,01372300,1956-07-16,A,0.6512874718
198,USGS,01372300,1956-07-17,A,0.4813863922
199,USGS,01372300,1956-07-18,A,0.3681190058
200,USGS,01372300,1956-07-19,A,0.2690100427
201,USGS,01372300,1956-07-20,A,0.24635656541999998
202,USGS,01372300,1956-07-21,A,0.3398021592
203,USGS,01372300,1956-07-22,A,0.5097032388
204,USGS,01372300,1956-07-23,A,0.3964358524
205,USGS,01372300,1956-07-24,A,0.283168466
206,USGS,01372300,1956-07-25,A,0.23502982678000003
207,USGS,01372300,1956-07-26,A,0.21520803416
208,USGS,01372300,1956-07-27,A,0.20671298018
209,USGS,01372300,1956-07-28,A,0.2265347728
210,USGS,01372300,1956-07-29,A,0.19538624154
211,USGS,01372300,1956-07-30,A,0.15857434096
212,USGS,01372300,1956-07-31,A,0.141584233
213,USGS,01372300,1956-08-01,A,0.13308917902
214,USGS,01372300,1956-08-02,A,0.1274258097
215,USGS,01372300,1956-08-03,A,0.11893075572
216,USGS,01372300,1956-08-04,A,0.10760401708
217,USGS,01372300,1956-08-05,A,0.10760401708
218,USGS,01372300,1956-08-06,A,0.10760401708
219,USGS,01372300,1956-08-07,A,0.0991089631
220,USGS,01372300,1956-08-08,A,0.0991089631
221,USGS,01372300,1956-08-09,A,0.0991089631
222,USGS,01372300,1956-08-10,A,0.09061390912
223,USGS,01372300,1956-08-11,A,0.08778222446
224,USGS,01372300,1956-08-12,A,0.0849505398
225,USGS,01372300,1956-08-13,A,0.0849505398
226,USGS,01372300,1956-08-14,A,0.08778222446
