,agency_cd,site_no,datetime,Data codes,Q_m3_s_mean
0,USGS,01374559,1995-10-01,A,0.001132673864
1,USGS,01374559,1995-10-02,A,0.001132673864
2,USGS,01374559,1995-10-03,A,0.001132673864
3,USGS,01374559,1995-10-04,A,0.00141584233
4,USGS,01374559,1995-10-05,A,0.027467341202
5,USGS,01374559,1995-10-06,A,0.3681190058
6,USGS,01374559,1995-10-07,A,0.4530695456
7,USGS,01374559,1995-10-08,A,0.28033678134
8,USGS,01374559,1995-10-09,A,0.1557426563
9,USGS,01374559,1995-10-10,A,0.10194064776
10,USGS,01374559,1995-10-11,A,0.0707921165
11,USGS,01374559,1995-10-12,A,0.0424752699
12,USGS,01374559,1995-10-13,A,0.16706939494
13,USGS,01374559,1995-10-14,A,0.707921165
14,USGS,01374559,1995-10-15,A,0.5380200854
15,USGS,01374559,1995-10-16,A,0.3681190058
16,USGS,01374559,1995-10-17,A,0.24352488076
17,USGS,01374559,1995-10-18,A,0.17839613358
18,USGS,01374559,1995-10-19,A,0.13592086368
19,USGS,01374559,1995-10-20,A,0.11609907105999999
20,USGS,01374559,1995-10-21,A,0.6512874718
21,USGS,01374559,1995-10-22,A,2.406931961
22,USGS,01374559,1995-10-23,A,1.9538624154000002
23,USGS,01374559,1995-10-24,A,1.3025749436
24,USGS,01374559,1995-10-25,A,0.991089631
25,USGS,01374559,1995-10-26,A,0.7362380116
26,USGS,01374559,1995-10-27,A,0.566336932
27,USGS,01374559,1995-10-28,A,5.2102997744
28,USGS,01374559,1995-10-29,A,5.2669334676
29,USGS,01374559,1995-10-30,A,2.8883183532
30,USGS,01374559,1995-10-31,A,1.7556444892
31,USGS,01374559,1995-11-01,A,1.3592086368
32,USGS,01374559,1995-11-02,A,1.2176244038
33,USGS,01374559,1995-11-03,A,1.0760401708
34,USGS,01374559,1995-11-04,A,0.9627727844
35,USGS,01374559,1995-11-05,A,0.7928717048
36,USGS,01374559,1995-11-06,A,0.6796043184
37,USGS,01374559,1995-11-07,A,0.6229706252
38,USGS,01374559,1995-11-08,A,0.7645548582
39,USGS,01374559,1995-11-09,A,0.7928717048
40,USGS,01374559,1995-11-10,A,0.6796043184
41,USGS,01374559,1995-11-11,A,0.6796043184
42,USGS,01374559,1995-11-12,A,5.2669334676
43,USGS,01374559,1995-11-13,A,5.1253492346
44,USGS,01374559,1995-11-14,A,3.3413878988
45,USGS,01374559,1995-11-15,A,3.539605825
46,USGS,01374559,1995-11-16,A,2.5485161940000003
47,USGS,01374559,1995-11-17,A,1.9538624154000002
48,USGS,01374559,1995-11-18,A,1.6140602562000002
49,USGS,01374559,1995-11-19,A,1.5291097164
50,USGS,01374559,1995-11-20,A,1.41584233
51,USGS,01374559,1995-11-21,A,1.1609907106000001
52,USGS,01374559,1995-11-22,A,1.0194064776
53,USGS,01374559,1995-11-23,A,0.8778222446
54,USGS,01374559,1995-11-24,A,0.7928717048
55,USGS,01374559,1995-11-25,A,0.6796043184
56,USGS,01374559,1995-11-26,A,0.6796043184
57,USGS,01374559,1995-11-27,A,0.7362380116
58,USGS,01374559,1995-11-28,A,0.707921165
59,USGS,01374559,1995-11-29,A,0.8211885514
60,USGS,01374559,1995-11-30,A,0.7645548582
61,USGS,01374559,1995-12-01,A,0.7645548582
62,USGS,01374559,1995-12-02,A,0.7362380116
63,USGS,01374559,1995-12-03,A,0.6796043184
64,USGS,01374559,1995-12-04,A,0.6796043184
65,USGS,01374559,1995-12-05,A,0.6512874718
66,USGS,01374559,1995-12-06,A,0.6229706252
67,USGS,01374559,1995-12-07,A,0.566336932
