,agency_cd,site_no,datetime,Data codes,Q_m3_s_mean
0,USGS,01374976,1995-12-08,A,0.06512874718
1,USGS,01374976,1995-12-09,A:e,0.06229706252000001
2,USGS,01374976,1995-12-10,A:e,0.0566336932
3,USGS,01374976,1995-12-11,A:e,0.05380200854
4,USGS,01374976,1995-12-12,A:e,0.04530695456
5,USGS,01374976,1995-12-13,A:e,0.0424752699
6,USGS,01374976,1995-12-14,A:e,0.04813863922
7,USGS,01374976,1995-12-15,A,0.05946537786
8,USGS,01374976,1995-12-16,A,0.06512874718
9,USGS,01374976,1995-12-17,A,0.06229706252000001
10,USGS,01374976,1995-12-18,A,0.05946537786
11,USGS,01374976,1995-12-19,A,0.05380200854
12,USGS,01374976,1995-12-20,A,0.06229706252000001
13,USGS,01374976,1995-12-21,A,0.06229706252000001
14,USGS,01374976,1995-12-22,A,0.05946537786
15,USGS,01374976,1995-12-23,A:e,0.0566336932
16,USGS,01374976,1995-12-24,A:e,0.05097032388
17,USGS,01374976,1995-12-25,A:e,0.04813863922
18,USGS,01374976,1995-12-26,A:e,0.04813863922
19,USGS,01374976,1995-12-27,A:e,0.04530695456
20,USGS,01374976,1995-12-28,A:e,0.0424752699
21,USGS,01374976,1995-12-29,A:e,0.03964358524
22,USGS,01374976,1995-12-30,A:e,0.03964358524
23,USGS,01374976,1995-12-31,A,0.03964358524
24,USGS,01374976,1996-01-01,A:e,0.03964358524
25,USGS,01374976,1996-01-02,A:e,0.03964358524
26,USGS,01374976,1996-01-03,A:e,0.03964358524
27,USGS,01374976,1996-01-04,A:e,0.0424752699
28,USGS,01374976,1996-01-05,A:e,0.0424752699
29,USGS,01374976,1996-01-06,A:e,0.04530695456
30,USGS,01374976,1996-01-07,A:e,0.04530695456
31,USGS,01374976,1996-01-08,A:e,0.04813863922
32,USGS,01374976,1996-01-09,A:e,0.04813863922
33,USGS,01374976,1996-01-10,A:e,0.04813863922
34,USGS,01374976,1996-01-11,A:e,0.05097032388
35,USGS,01374976,1996-01-12,A:e,0.05097032388
36,USGS,01374976,1996-01-13,A:e,0.05097032388
37,USGS,01374976,1996-01-14,A:e,0.05380200854
38,USGS,01374976,1996-01-15,A:e,0.05380200854
39,USGS,01374976,1996-01-16,A:e,0.05380200854
40,USGS,01374976,1996-01-17,A:e,0.0566336932
41,USGS,01374976,1996-01-18,A:e,0.06796043184
42,USGS,01374976,1996-01-19,A,1.8122781824
43,USGS,01374976,1996-01-20,A,1.4441591766
44,USGS,01374976,1996-01-21,A,0.5946537786
45,USGS,01374976,1996-01-22,A,0.3964358524
46,USGS,01374976,1996-01-23,A,0.3114853126
47,USGS,01374976,1996-01-24,A,0.849505398
48,USGS,01374976,1996-01-25,A,0.7645548582
49,USGS,01374976,1996-01-26,A,0.424752699
50,USGS,01374976,1996-01-27,A,2.2087140348
51,USGS,01374976,1996-01-28,A,1.5857434096
52,USGS,01374976,1996-01-29,A,0.6512874718
53,USGS,01374976,1996-01-30,A,0.5097032388
54,USGS,01374976,1996-01-31,A:e,0.3964358524
55,USGS,01374976,1996-02-01,A:e,0.3114853126
56,USGS,01374976,1996-02-02,A:e,0.2690100427
57,USGS,01374976,1996-02-03,A:e,0.23219814211999998
58,USGS,01374976,1996-02-04,A:e,0.2123763495
59,USGS,01374976,1996-02-05,A:e,0.19255455688
60,USGS,01374976,1996-02-06,A:e,0.1840595029
61,USGS,01374976,1996-02-07,A:e,0.19255455688
62,USGS,01374976,1996-02-08,A,0.20388129552
63,USGS,01374976,1996-02-09,A:e,0.2265347728
64,USGS,01374976,1996-02-10,A:e,0.23219814211999998
65,USGS,01374976,1996-02-11,A:e,0.22936645746
66,USGS,01374976,1996-02-12,A:e,0.1840595029
67,USGS,01374976,1996-02-13,A:e,0.13308917902
68,USGS,01374976,1996-02-14,A:e,0.13025749436
69,USGS,01374976,1996-02-15,A:e,0.1274258097
70,USGS,01374976,1996-02-16,A:e,0.12176244038
71,USGS,01374976,1996-02-17,A:e,0.11893075572
72,USGS,01374976,1996-02-18,A:e,0.11893075572
73,USGS,01374976,1996-02-19,A:e,0.12459412504000002
74,USGS,01374976,1996-02-20,A,0.1840595029
75,USGS,01374976,1996-02-21,A,0.6229706252
76,USGS,01374976,1996-02-22,A,0.5097032388
77,USGS,01374976,1996-02-23,A,0.3964358524
78,USGS,01374976,1996-02-24,A,0.5380200854
79,USGS,01374976,1996-02-25,A,0.3681190058
80,USGS,01374976,1996-02-26,A,0.283168466
81,USGS,01374976,1996-02-27,A,0.26051498872
82,USGS,01374976,1996-02-28,A:e,0.2406931961
83,USGS,01374976,1996-02-29,A:e,0.20954466484
84,USGS,01374976,1996-03-01,A:e,0.19255455688
85,USGS,01374976,1996-03-02,A:e,0.1840595029
86,USGS,01374976,1996-03-03,A:e,0.17556444892
87,USGS,01374976,1996-03-04,A:e,0.16140602562
88,USGS,01374976,1996-03-05,A,0.2406931961
89,USGS,01374976,1996-03-06,A:e,0.4813863922
90,USGS,01374976,1996-03-07,A:e,0.3398021592
