,agency_cd,site_no,datetime,Data codes,Q_m3_s_mean
0,USGS,01363382,2000-08-11,A,1.0194064776
1,USGS,01363382,2000-08-12,A,1.557426563
2,USGS,01363382,2000-08-13,A,1.2742580970000001
3,USGS,01363382,2000-08-14,A,1.2459412504
4,USGS,01363382,2000-08-15,A,1.2459412504
5,USGS,01363382,2000-08-16,A,1.3308917902
6,USGS,01363382,2000-08-17,A,1.1043570174
7,USGS,01363382,2000-08-18,A,1.0477233242000001
8,USGS,01363382,2000-08-19,A,0.9627727844
9,USGS,01363382,2000-08-20,A,0.8778222446
10,USGS,01363382,2000-08-21,A,0.7928717048
11,USGS,01363382,2000-08-22,A,0.707921165
12,USGS,01363382,2000-08-23,A,0.9344559378
13,USGS,01363382,2000-08-24,A,0.849505398
14,USGS,01363382,2000-08-25,A,0.6796043184
15,USGS,01363382,2000-08-26,A,0.5946537786
16,USGS,01363382,2000-08-27,A,0.566336932
17,USGS,01363382,2000-08-28,A,0.5380200854
18,USGS,01363382,2000-08-29,A,0.5380200854
19,USGS,01363382,2000-08-30,A,0.4813863922
20,USGS,01363382,2000-08-31,A,0.4530695456
21,USGS,01363382,2000-09-01,A,0.4813863922
22,USGS,01363382,2000-09-02,A,2.5201993474
23,USGS,01363382,2000-09-03,A,1.982179262
24,USGS,01363382,2000-09-04,A,1.6423771028
25,USGS,01363382,2000-09-05,A,1.3592086368
26,USGS,01363382,2000-09-06,A,1.1609907106000001
27,USGS,01363382,2000-09-07,A,1.0477233242000001
28,USGS,01363382,2000-09-08,A,0.9061390912
29,USGS,01363382,2000-09-09,A,1.132673864
30,USGS,01363382,2000-09-10,A,0.9344559378
31,USGS,01363382,2000-09-11,A,0.8211885514
32,USGS,01363382,2000-09-12,A,0.9344559378
33,USGS,01363382,2000-09-13,A,1.6423771028
34,USGS,01363382,2000-09-14,A,1.1609907106000001
35,USGS,01363382,2000-09-15,A,1.2176244038
36,USGS,01363382,2000-09-16,A,1.0477233242000001
37,USGS,01363382,2000-09-17,A,0.9627727844
38,USGS,01363382,2000-09-18,A,0.8778222446
39,USGS,01363382,2000-09-19,A,0.9061390912
40,USGS,01363382,2000-09-20,A,1.0760401708
41,USGS,01363382,2000-09-21,A,0.8211885514
42,USGS,01363382,2000-09-22,A,0.7645548582
43,USGS,01363382,2000-09-23,A,0.7362380116
44,USGS,01363382,2000-09-24,A,0.707921165
45,USGS,01363382,2000-09-25,A,0.6512874718
46,USGS,01363382,2000-09-26,A,0.6512874718
47,USGS,01363382,2000-09-27,A,0.5946537786
48,USGS,01363382,2000-09-28,A,0.5380200854
49,USGS,01363382,2000-09-29,A,0.5097032388
50,USGS,01363382,2000-09-30,A,0.4813863922
51,USGS,01363382,2000-10-01,A,0.4530695456
52,USGS,01363382,2000-10-02,A,0.424752699
53,USGS,01363382,2000-10-03,A,0.3964358524
54,USGS,01363382,2000-10-04,A,0.3964358524
55,USGS,01363382,2000-10-05,A,0.4530695456
56,USGS,01363382,2000-10-06,A,0.8778222446
57,USGS,01363382,2000-10-07,A,0.5097032388
58,USGS,01363382,2000-10-08,A,0.4530695456
59,USGS,01363382,2000-10-09,A,0.424752699
60,USGS,01363382,2000-10-10,A,0.424752699
61,USGS,01363382,2000-10-11,A,0.424752699
62,USGS,01363382,2000-10-12,A,0.3964358524
63,USGS,01363382,2000-10-13,A,0.3681190058
64,USGS,01363382,2000-10-14,A,0.3681190058
65,USGS,01363382,2000-10-15,A,0.3398021592
66,USGS,01363382,2000-10-16,A,0.3964358524
67,USGS,01363382,2000-10-17,A,0.424752699
68,USGS,01363382,2000-10-18,A,1.0194064776
69,USGS,01363382,2000-10-19,A,0.8211885514
70,USGS,01363382,2000-10-20,A,0.7645548582
71,USGS,01363382,2000-10-21,A,0.7645548582
72,USGS,01363382,2000-10-22,A,0.707921165
73,USGS,01363382,2000-10-23,A,0.707921165
74,USGS,01363382,2000-10-24,A,0.6796043184
75,USGS,01363382,2000-10-25,A,0.6512874718
76,USGS,01363382,2000-10-26,A,0.5946537786
77,USGS,01363382,2000-10-27,A,0.5946537786
78,USGS,01363382,2000-10-28,A,0.566336932
79,USGS,01363382,2000-10-29,A,0.5380200854
80,USGS,01363382,2000-10-30,A,0.5097032388
81,USGS,01363382,2000-10-31,A,0.5097032388
82,USGS,01363382,2000-11-01,A,0.4813863922
83,USGS,01363382,2000-11-02,A,0.4530695456
84,USGS,01363382,2000-11-03,A,0.4530695456
85,USGS,01363382,2000-11-04,A,0.424752699
86,USGS,01363382,2000-11-05,A,0.424752699
87,USGS,01363382,2000-11-06,A,0.3964358524
88,USGS,01363382,2000-11-07,A,0.3964358524
89,USGS,01363382,2000-11-08,A,0.3681190058
90,USGS,01363382,2000-11-09,A,0.3681190058
91,USGS,01363382,2000-11-10,A,1.3592086368
92,USGS,01363382,2000-11-11,A,1.0194064776
93,USGS,01363382,2000-11-12,A,0.9627727844
94,USGS,01363382,2000-11-13,A,0.9344559378
95,USGS,01363382,2000-11-14,A,1.3308917902
96,USGS,01363382,2000-11-15,A,1.3025749436
97,USGS,01363382,2000-11-16,A,1.2459412504
98,USGS,01363382,2000-11-17,A,1.2176244038
99,USGS,01363382,2000-11-18,A,1.1043570174
100,USGS,01363382,2000-11-19,A,1.0477233242000001
101,USGS,01363382,2000-11-20,A,0.991089631
102,USGS,01363382,2000-11-21,A,0.9061390912
103,USGS,01363382,2000-11-22,A,0.849505398
104,USGS,01363382,2000-11-23,A,0.7928717048
105,USGS,01363382,2000-11-24,A,0.7362380116
106,USGS,01363382,2000-11-25,A,0.6796043184
107,USGS,01363382,2000-11-26,A,1.3025749436
108,USGS,01363382,2000-11-27,A,1.1609907106000001
109,USGS,01363382,2000-11-28,A,1.0477233242000001
110,USGS,01363382,2000-11-29,A,1.0477233242000001
111,USGS,01363382,2000-11-30,A,1.1043570174
112,USGS,01363382,2000-12-01,A,1.0477233242000001
113,USGS,01363382,2000-12-02,A,0.9627727844
