,agency_cd,site_no,datetime,Data codes,Q_m3_s_mean
0,USGS,01349810,1997-10-01,A,0.14441591766
1,USGS,01349810,1997-10-02,A,0.19538624154
2,USGS,01349810,1997-10-03,A,0.19538624154
3,USGS,01349810,1997-10-04,A,0.18972287222
4,USGS,01349810,1997-10-05,A,0.20104961086
5,USGS,01349810,1997-10-06,A,0.1982179262
6,USGS,01349810,1997-10-07,A,0.1840595029
7,USGS,01349810,1997-10-08,A,0.1840595029
8,USGS,01349810,1997-10-09,A,0.1840595029
9,USGS,01349810,1997-10-10,A,0.17839613358
10,USGS,01349810,1997-10-11,A,0.17839613358
11,USGS,01349810,1997-10-12,A,0.17273276426
12,USGS,01349810,1997-10-13,A,0.17273276426
13,USGS,01349810,1997-10-14,A,0.1699010796
14,USGS,01349810,1997-10-15,A,0.1840595029
15,USGS,01349810,1997-10-16,A,0.18689118756
16,USGS,01349810,1997-10-17,A,0.17556444892
17,USGS,01349810,1997-10-18,A,0.1699010796
18,USGS,01349810,1997-10-19,A,0.16423771028
19,USGS,01349810,1997-10-20,A,0.16423771028
20,USGS,01349810,1997-10-21,A,0.16423771028
21,USGS,01349810,1997-10-22,A,0.15857434096
22,USGS,01349810,1997-10-23,A,0.1557426563
23,USGS,01349810,1997-10-24,A,0.1557426563
24,USGS,01349810,1997-10-25,A,0.23219814211999998
25,USGS,01349810,1997-10-26,A,0.27467341202
26,USGS,01349810,1997-10-27,A,0.4530695456
27,USGS,01349810,1997-10-28,A,0.5946537786
28,USGS,01349810,1997-10-29,A,0.5946537786
29,USGS,01349810,1997-10-30,A,0.5380200854
30,USGS,01349810,1997-10-31,A,0.5097032388
31,USGS,01349810,1997-11-01,A,1.2742580970000001
32,USGS,01349810,1997-11-02,A,5.66336932
33,USGS,01349810,1997-11-03,A,4.8421807686000005
34,USGS,01349810,1997-11-04,A,3.0582194328
35,USGS,01349810,1997-11-05,A,2.265347728
36,USGS,01349810,1997-11-06,A,1.8122781824
37,USGS,01349810,1997-11-07,A,1.557426563
38,USGS,01349810,1997-11-08,A,2.9449520464
39,USGS,01349810,1997-11-09,A,6.5695084112
40,USGS,01349810,1997-11-10,A,5.6067356268
41,USGS,01349810,1997-11-11,A,3.8510911376
42,USGS,01349810,1997-11-12,A,2.83168466
43,USGS,01349810,1997-11-13,A,2.1803971882
44,USGS,01349810,1997-11-14,A,1.982179262
45,USGS,01349810,1997-11-15,A,1.6423771028
46,USGS,01349810,1997-11-16,A,1.4441591766
47,USGS,01349810,1997-11-17,A,1.3025749436
48,USGS,01349810,1997-11-18,A,1.1893075572
49,USGS,01349810,1997-11-19,A,1.1043570174
50,USGS,01349810,1997-11-20,A,1.0477233242000001
51,USGS,01349810,1997-11-21,A,1.0194064776
52,USGS,01349810,1997-11-22,A,1.41584233
53,USGS,01349810,1997-11-23,A,1.3308917902
54,USGS,01349810,1997-11-24,A,1.2742580970000001
55,USGS,01349810,1997-11-25,A,1.1609907106000001
56,USGS,01349810,1997-11-26,A,1.2176244038
57,USGS,01349810,1997-11-27,A,1.8122781824
58,USGS,01349810,1997-11-28,A,1.4441591766
59,USGS,01349810,1997-11-29,A,1.4441591766
60,USGS,01349810,1997-11-30,A,1.557426563
61,USGS,01349810,1997-12-01,A,2.1803971882
62,USGS,01349810,1997-12-02,A,1.7839613358
63,USGS,01349810,1997-12-03,A,1.6423771028
64,USGS,01349810,1997-12-04,A,1.6423771028
65,USGS,01349810,1997-12-05,A,1.6140602562000002
66,USGS,01349810,1997-12-06,A,1.4724760232
67,USGS,01349810,1997-12-07,A,1.3592086368
68,USGS,01349810,1997-12-08,A,1.2742580970000001
69,USGS,01349810,1997-12-09,A,1.1893075572
70,USGS,01349810,1997-12-10,A,1.132673864
71,USGS,01349810,1997-12-11,A,1.0760401708
72,USGS,01349810,1997-12-12,A,1.0194064776
73,USGS,01349810,1997-12-13,A,0.9627727844
74,USGS,01349810,1997-12-14,A,0.9061390912
75,USGS,01349810,1997-12-15,A:e,0.849505398
76,USGS,01349810,1997-12-16,A:e,0.8211885514
77,USGS,01349810,1997-12-17,A,0.8211885514
78,USGS,01349810,1997-12-18,A,0.7645548582
79,USGS,01349810,1997-12-19,A,0.7362380116
80,USGS,01349810,1997-12-20,A,0.707921165
81,USGS,01349810,1997-12-21,A:e,0.6229706252
82,USGS,01349810,1997-12-22,A:e,0.6229706252
83,USGS,01349810,1997-12-23,A,0.6796043184
84,USGS,01349810,1997-12-24,A,0.6512874718
85,USGS,01349810,1997-12-25,A,0.7928717048
86,USGS,01349810,1997-12-26,A,0.9344559378
87,USGS,01349810,1997-12-27,A,0.849505398
88,USGS,01349810,1997-12-28,A,0.7645548582
89,USGS,01349810,1997-12-29,A:e,0.7362380116
90,USGS,01349810,1997-12-30,A:e,0.707921165
91,USGS,01349810,1997-12-31,A:e,0.7362380116
92,USGS,01349810,1998-01-01,A:e,0.7928717048
93,USGS,01349810,1998-01-02,A:e,0.849505398
94,USGS,01349810,1998-01-03,A,0.9061390912
95,USGS,01349810,1998-01-04,A,1.9255455688
96,USGS,01349810,1998-01-05,A,4.24752699
97,USGS,01349810,1998-01-06,A,9.1463414518
98,USGS,01349810,1998-01-07,A,11.0152533274
99,USGS,01349810,1998-01-08,A,18.9156535288
100,USGS,01349810,1998-01-09,A,17.6130785852
101,USGS,01349810,1998-01-10,A,11.0718870206
102,USGS,01349810,1998-01-11,A,7.1641621898
103,USGS,01349810,1998-01-12,A,4.8988144618
104,USGS,01349810,1998-01-13,A,3.9360416774
105,USGS,01349810,1998-01-14,A,3.0865362794
106,USGS,01349810,1998-01-15,A,2.6051498872
107,USGS,01349810,1998-01-16,A:e,2.3786151144
108,USGS,01349810,1998-01-17,A,2.2087140348
109,USGS,01349810,1998-01-18,A,1.9538624154000002
110,USGS,01349810,1998-01-19,A,1.7556444892
111,USGS,01349810,1998-01-20,A,1.6140602562000002
112,USGS,01349810,1998-01-21,A,1.41584233
113,USGS,01349810,1998-01-22,A:e,1.2176244038
114,USGS,01349810,1998-01-23,A:e,1.1043570174
115,USGS,01349810,1998-01-24,A,1.41584233
116,USGS,01349810,1998-01-25,A,1.2176244038
